cutout_file,source_image,source_label,class_id,class_name,original_bbox_xyxy,expanded_bbox_xyxy,crop_bbox_xyxy,image_width,image_height,bbox_area,mask_area,mask_bbox_area,sam_score
merchant/merchant_tr_0001_obj011.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0001.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0001.txt,1,merchant,"[157, 643, 198, 703]","[154, 640, 201, 706]","[161, 648, 213, 704]",930,930,2460,1929,2912,0.961130
naval/naval_tr_0001_obj013.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0001.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0001.txt,0,naval,"[207, 574, 253, 647]","[204, 570, 256, 651]","[193, 563, 255, 649]",930,930,3358,3130,5332,0.937335
naval/naval_tr_0001_obj014.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0001.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0001.txt,0,naval,"[187, 548, 250, 643]","[183, 543, 254, 648]","[190, 562, 255, 649]",930,930,5985,3320,5655,0.965607
naval/naval_tr_0001_obj015.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0001.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0001.txt,0,naval,"[569, 284, 742, 503]","[560, 273, 751, 514]","[576, 297, 774, 495]",930,930,37887,14469,39204,0.948248
naval/naval_tr_0001_obj016.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0001.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0001.txt,0,naval,"[227, 99, 434, 364]","[216, 85, 445, 378]","[242, 97, 473, 374]",930,930,54855,19376,63987,0.985970
naval/naval_tr_0001_obj017.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0001.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0001.txt,0,naval,"[596, 325, 793, 590]","[586, 311, 803, 604]","[603, 349, 796, 591]",930,930,52205,16682,46706,0.933644
naval/naval_tr_0001_obj020.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0001.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0001.txt,0,naval,"[641, 371, 809, 596]","[632, 359, 818, 608]","[643, 382, 797, 591]",930,930,37800,6964,32186,0.965273
other_vessel/other_vessel_tr_0002_obj000.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0002.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0002.txt,3,other_vessel,"[707, 537, 746, 600]","[705, 533, 748, 604]","[714, 540, 743, 599]",930,930,2457,1007,1711,0.965774
other_vessel/other_vessel_tr_0002_obj001.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0002.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0002.txt,3,other_vessel,"[709, 475, 744, 538]","[707, 471, 746, 542]","[702, 481, 741, 536]",930,930,2205,1309,2145,0.964746
other_vessel/other_vessel_tr_0002_obj002.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0002.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0002.txt,3,other_vessel,"[727, 482, 762, 543]","[725, 478, 764, 547]","[730, 485, 758, 540]",930,930,2135,935,1540,0.973283
other_vessel/other_vessel_tr_0002_obj003.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0002.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0002.txt,3,other_vessel,"[741, 428, 761, 486]","[740, 425, 762, 489]","[741, 429, 762, 485]",930,930,1160,932,1176,0.977195
naval/naval_tr_0002_obj004.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0002.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0002.txt,0,naval,"[739, 46, 830, 155]","[734, 40, 835, 161]","[744, 52, 822, 152]",930,930,9919,3321,7800,0.957737
naval/naval_tr_0002_obj005.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0002.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0002.txt,0,naval,"[140, 74, 379, 307]","[128, 62, 391, 319]","[145, 87, 367, 288]",930,930,55687,12753,44622,0.972646
naval/naval_tr_0002_obj006.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0002.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0002.txt,0,naval,"[401, 293, 706, 584]","[385, 278, 722, 599]","[419, 313, 692, 565]",930,930,88755,19583,68796,0.990827
naval/naval_tr_0003_obj000.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0003.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0003.txt,0,naval,"[297, 193, 714, 744]","[276, 165, 735, 772]","[320, 178, 732, 751]",930,930,229767,74664,236076,0.940432
merchant/merchant_tr_0003_obj001.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0003.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0003.txt,1,merchant,"[100, 595, 137, 618]","[98, 593, 139, 620]","[98, 598, 132, 623]",930,930,851,516,850,0.928456
merchant/merchant_tr_0003_obj002.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0003.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0003.txt,1,merchant,"[93, 602, 131, 625]","[91, 600, 133, 627]","[98, 600, 131, 623]",930,930,874,488,759,0.933164
merchant/merchant_tr_0003_obj003.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0003.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0003.txt,1,merchant,"[12, 563, 62, 596]","[9, 561, 65, 598]","[16, 566, 61, 593]",930,930,1650,611,1215,0.953644
naval/naval_tr_0003_obj004.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0003.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0003.txt,0,naval,"[12, 53, 426, 604]","[0, 25, 447, 632]","[16, 86, 403, 599]",930,930,228114,52014,198531,0.964902
naval/naval_tr_0003_obj005.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0003.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0003.txt,0,naval,"[149, 172, 534, 681]","[129, 146, 554, 707]","[161, 190, 580, 661]",930,930,195965,34412,197349,0.935332
naval/naval_tr_0003_obj006.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0003.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0003.txt,0,naval,"[395, 259, 760, 769]","[376, 233, 779, 795]","[357, 231, 740, 782]",930,930,186150,39892,211033,0.927448
naval/naval_tr_0003_obj007.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0003.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0003.txt,0,naval,"[459, 286, 826, 799]","[440, 260, 845, 825]","[466, 324, 802, 778]",930,930,188271,32386,152544,0.969886
merchant/merchant_tr_0003_obj009.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0003.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0003.txt,1,merchant,"[100, 183, 435, 630]","[83, 160, 452, 653]","[102, 209, 461, 662]",930,930,149745,53265,162627,0.929050
merchant/merchant_tr_0004_obj001.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,1,merchant,"[100, 598, 145, 653]","[97, 595, 148, 656]","[104, 605, 138, 653]",930,930,2475,961,1632,0.948968
other_vessel/other_vessel_tr_0004_obj002.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,3,other_vessel,"[482, 358, 547, 429]","[478, 354, 551, 433]","[488, 362, 558, 422]",930,930,4615,2382,4200,0.972120
merchant/merchant_tr_0004_obj003.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,1,merchant,"[505, 357, 565, 418]","[502, 353, 568, 422]","[491, 362, 558, 422]",930,930,3660,2294,4020,0.924238
merchant/merchant_tr_0004_obj004.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,1,merchant,"[489, 254, 658, 425]","[480, 245, 667, 434]","[504, 275, 645, 408]",930,930,28899,7000,18753,0.961241
other_vessel/other_vessel_tr_0004_obj005.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,3,other_vessel,"[588, 652, 667, 711]","[584, 649, 671, 714]","[589, 656, 666, 715]",930,930,4661,1423,4543,0.944149
naval/naval_tr_0004_obj006.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,0,naval,"[621, 643, 711, 710]","[616, 639, 716, 714]","[624, 655, 694, 706]",930,930,6030,1280,3570,0.923593
naval/naval_tr_0004_obj007.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,0,naval,"[464, 449, 721, 650]","[451, 438, 734, 661]","[477, 457, 747, 651]",930,930,51657,19568,52380,0.968044
merchant/merchant_tr_0004_obj009.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,1,merchant,"[673, 527, 733, 584]","[670, 524, 736, 587]","[677, 536, 728, 577]",930,930,3420,1139,2091,0.974200
merchant/merchant_tr_0004_obj010.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,1,merchant,"[619, 568, 682, 621]","[615, 565, 686, 624]","[624, 574, 677, 614]",930,930,3339,1168,2120,0.968388
naval/naval_tr_0004_obj011.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,0,naval,"[617, 770, 707, 860]","[612, 765, 712, 865]","[610, 759, 709, 858]",930,930,8100,2216,9801,0.959831
naval/naval_tr_0004_obj012.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,0,naval,"[268, 48, 358, 137]","[263, 43, 363, 142]","[270, 33, 381, 138]",930,930,8010,4988,11655,0.949212
naval/naval_tr_0004_obj013.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,0,naval,"[286, 35, 381, 122]","[281, 30, 386, 127]","[270, 33, 382, 137]",930,930,8265,5102,11648,0.963348
naval/naval_tr_0004_obj014.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0004.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0004.txt,0,naval,"[610, 666, 708, 735]","[605, 662, 713, 739]","[590, 655, 699, 736]",930,930,6762,3910,8829,0.925814
naval/naval_tr_0005_obj000.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0005.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0005.txt,0,naval,"[240, 364, 361, 633]","[233, 350, 368, 647]","[246, 371, 356, 625]",930,930,32549,11045,27940,0.983438
naval/naval_tr_0005_obj003.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0005.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0005.txt,0,naval,"[673, 211, 822, 540]","[665, 194, 830, 557]","[675, 218, 804, 528]",930,930,49021,16112,39990,0.988208
naval/naval_tr_0005_obj004.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0005.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0005.txt,0,naval,"[578, 268, 711, 567]","[571, 253, 718, 582]","[588, 273, 695, 556]",930,930,39767,9724,30281,0.983956
merchant/merchant_tr_0006_obj000.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0006.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0006.txt,1,merchant,"[225, 355, 281, 411]","[222, 352, 284, 414]","[228, 358, 280, 405]",930,930,3136,1120,2444,0.969950
merchant/merchant_tr_0006_obj001.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0006.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0006.txt,1,merchant,"[362, 251, 407, 306]","[359, 248, 410, 309]","[364, 251, 408, 301]",930,930,2475,1064,2200,0.965737
naval/naval_tr_0006_obj002.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0006.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0006.txt,0,naval,"[290, 304, 497, 484]","[279, 295, 508, 493]","[298, 306, 494, 475]",930,930,37260,5831,33124,0.986073
merchant/merchant_tr_0007_obj000.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,1,merchant,"[197, 784, 213, 807]","[196, 782, 214, 809]","[197, 783, 219, 810]",930,930,368,416,594,0.877945
merchant/merchant_tr_0007_obj001.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,1,merchant,"[205, 785, 220, 808]","[204, 783, 221, 810]","[199, 784, 230, 812]",930,930,345,591,868,0.919714
merchant/merchant_tr_0007_obj002.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,1,merchant,"[212, 788, 227, 811]","[211, 786, 228, 813]","[205, 787, 231, 812]",930,930,345,431,650,0.942494
merchant/merchant_tr_0007_obj003.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,1,merchant,"[217, 792, 232, 813]","[216, 790, 233, 815]","[214, 789, 231, 812]",930,930,315,282,391,0.933348
merchant/merchant_tr_0007_obj004.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,1,merchant,"[157, 775, 194, 832]","[155, 772, 196, 835]","[157, 778, 192, 829]",930,930,2109,929,1785,0.957593
merchant/merchant_tr_0007_obj005.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,1,merchant,"[137, 767, 175, 826]","[135, 764, 177, 829]","[139, 771, 191, 828]",930,930,2242,1917,2964,0.964428
naval/naval_tr_0007_obj006.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,0,naval,"[165, 680, 222, 765]","[162, 675, 225, 770]","[168, 685, 232, 772]",930,930,4845,3223,5568,0.960042
naval/naval_tr_0007_obj007.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,0,naval,"[184, 697, 233, 768]","[181, 693, 236, 772]","[169, 685, 233, 776]",930,930,3479,3267,5824,0.943958
naval/naval_tr_0007_obj008.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,0,naval,"[546, 399, 718, 627]","[537, 387, 727, 639]","[554, 420, 729, 618]",930,930,39216,8532,34650,0.933999
naval/naval_tr_0007_obj009.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,0,naval,"[211, 222, 406, 483]","[201, 208, 416, 497]","[219, 241, 393, 475]",930,930,50895,9145,40716,0.957085
naval/naval_tr_0007_obj010.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,0,naval,"[575, 451, 770, 717]","[565, 437, 780, 731]","[581, 472, 774, 714]",930,930,51870,16329,46706,0.958231
naval/naval_tr_0007_obj013.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0007.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0007.txt,0,naval,"[620, 495, 787, 716]","[611, 483, 796, 728]","[621, 505, 775, 714]",930,930,36907,6689,32186,0.971451
other_vessel/other_vessel_tr_0008_obj000.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0008.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0008.txt,3,other_vessel,"[18, 571, 49, 598]","[16, 569, 51, 600]","[17, 572, 45, 593]",930,930,837,361,588,0.902332
merchant/merchant_tr_0008_obj001.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0008.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0008.txt,1,merchant,"[712, 535, 776, 640]","[708, 529, 780, 646]","[717, 541, 771, 636]",930,930,6720,4237,5130,0.993344
merchant/merchant_tr_0008_obj002.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0008.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0008.txt,1,merchant,"[263, 524, 326, 622]","[259, 519, 330, 627]","[268, 528, 322, 615]",930,930,6174,4092,4698,0.986729
naval/naval_tr_0008_obj003.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0008.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0008.txt,0,naval,"[103, 604, 814, 691]","[67, 599, 850, 696]","[110, 613, 809, 687]",930,930,61857,35304,51726,0.988838
naval/naval_tr_0009_obj002.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0009.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0009.txt,0,naval,"[719, 207, 843, 498]","[712, 192, 850, 513]","[720, 209, 833, 489]",930,930,36084,9660,31640,0.985802
naval/naval_tr_0010_obj000.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0010.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0010.txt,0,naval,"[106, 78, 543, 415]","[84, 61, 565, 432]","[102, 89, 533, 393]",930,930,147269,35515,131024,0.993596
other_vessel/other_vessel_tr_0011_obj000.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0011.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0011.txt,3,other_vessel,"[555, 492, 614, 527]","[552, 490, 617, 529]","[558, 498, 613, 522]",930,930,2065,716,1320,0.942620
other_vessel/other_vessel_tr_0011_obj001.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0011.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0011.txt,3,other_vessel,"[424, 381, 551, 510]","[417, 374, 558, 517]","[415, 393, 542, 497]",930,930,16383,3775,13208,0.978496
other_vessel/other_vessel_tr_0011_obj002.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0011.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0011.txt,3,other_vessel,"[298, 236, 451, 404]","[290, 227, 459, 413]","[311, 249, 442, 388]",930,930,25704,5184,18209,0.985475
naval/naval_tr_0011_obj003.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0011.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0011.txt,0,naval,"[366, 535, 631, 736]","[352, 524, 645, 747]","[379, 545, 628, 720]",930,930,53265,10231,43575,0.973934
naval/naval_tr_0011_obj004.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0011.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0011.txt,0,naval,"[444, 598, 681, 773]","[432, 589, 693, 782]","[454, 610, 674, 762]",930,930,41475,6514,33440,0.965970
naval/naval_tr_0012_obj000.png,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/images/tr_0012.bmp,/home/sam/yolo/yolo/ultralytics/ultralytics/ship/data_origin/train/labels_origin/tr_0012.txt,0,naval,"[275, 202, 618, 667]","[257, 178, 636, 691]","[248, 223, 621, 674]",930,930,159495,60211,168223,0.960775
